Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Income To Age Ratio
35,No,Travel_Rarely,144,Research & Development,22 KM,Bachelor’s Degree,Life Sciences,577,Very High,Male,46,1,1,Laboratory Technician,High,Single,4230,19225,0,No,15,High,High,,6,2,Better,5,4,4,3,30s,120.85714285714286
54,No,Travel_Rarely,548,Research & Development,8 KM,Master’s Degree,Life Sciences,578,High,Female,42,3,2,Laboratory Technician,High,Single,3780,23428,7,No,11,High,High,,19,3,Better,1,0,0,0,50s,70.0
34,No,Travel_Rarely,1303,Research & Development,2 KM,Master’s Degree,Life Sciences,579,Very High,Male,62,2,1,Research Scientist,High,Divorced,2768,8416,3,No,12,High,High,,14,3,Better,7,3,5,7,30s,81.41176470588235
46,No,Travel_Rarely,1125,Sales,10 KM,Bachelor’s Degree,Marketing,580,High,Female,94,2,3,Sales Executive,Very High,Married,9071,11563,2,Yes,19,High,High,,15,3,Better,3,2,1,2,40s,197.19565217391303
31,No,Travel_Rarely,1274,Research & Development,9 KM,High School,Life Sciences,581,High,Male,33,3,3,Manufacturing Director,Medium,Divorced,10648,14394,1,No,25,Very High,Very High,,13,6,Best,13,8,0,8,30s,343.48387096774195
33,Yes,Travel_Rarely,1277,Research & Development,15 KM,High School,Medical,582,Medium,Male,56,3,3,Manager,High,Married,13610,24619,7,Yes,12,High,Very High,,15,2,Best,7,6,7,7,30s,412.42424242424244
33,Yes,Travel_Rarely,587,Research & Development,10 KM,High School,Medical,584,Low,Male,38,1,1,Laboratory Technician,Very High,Divorced,3408,6705,7,No,13,High,Low,,8,2,Better,4,3,1,3,30s,103.27272727272727
30,No,Travel_Rarely,413,Sales,7 KM,High School,Marketing,585,Very High,Male,57,3,1,Sales Representative,Medium,Single,2983,18398,0,No,14,High,Low,,4,3,Better,3,2,1,2,20s,99.43333333333334
35,No,Travel_Rarely,1276,Research & Development,16 KM,Bachelor’s Degree,Life Sciences,586,Very High,Male,72,3,3,Healthcare Representative,High,Married,7632,14295,4,Yes,12,High,High,,10,2,Better,8,7,0,0,30s,218.05714285714285
31,Yes,Travel_Frequently,534,Research & Development,20 KM,Bachelor’s Degree,Life Sciences,587,Low,Male,66,3,3,Healthcare Representative,High,Married,9824,22908,3,No,12,High,Low,,12,2,Better,1,0,0,0,30s,316.9032258064516
34,Yes,Travel_Frequently,988,Human Resources,23 KM,Bachelor’s Degree,Human Resources,590,Medium,Female,43,3,3,Human Resources,Low,Divorced,9950,11533,9,Yes,15,High,High,,11,2,Better,3,2,0,2,30s,292.6470588235294
42,No,Travel_Frequently,1474,Research & Development,5 KM,Associate’s Degree,Other,591,Medium,Male,97,3,1,Laboratory Technician,High,Married,2093,9260,4,No,17,High,Very High,,8,4,Better,2,2,2,0,40s,49.833333333333336
36,No,Non-Travel,635,Sales,10 KM,Master’s Degree,Medical,592,Medium,Male,32,3,3,Sales Executive,Very High,Single,9980,15318,1,No,14,High,Very High,,10,3,Good,10,3,9,7,30s,277.22222222222223
22,Yes,Travel_Frequently,1368,Research & Development,4 KM,High School,Technical Degree,593,High,Male,99,2,1,Laboratory Technician,High,Single,3894,9129,5,No,16,High,High,,4,3,Better,2,2,1,2,20s,177.0
48,No,Travel_Rarely,163,Sales,2 KM,Doctorate,Marketing,595,Medium,Female,37,3,2,Sales Executive,Very High,Married,4051,19658,2,No,14,High,Low,,14,2,Better,9,7,6,7,40s,84.39583333333333
55,No,Travel_Rarely,1117,Sales,18 KM,Doctorate,Life Sciences,597,Low,Female,83,3,4,Manager,Medium,Single,16835,9873,3,No,23,Very High,Very High,,37,2,Better,10,9,7,7,50s,306.09090909090907
41,No,Non-Travel,267,Sales,10 KM,Associate’s Degree,Life Sciences,599,Very High,Male,56,3,2,Sales Executive,Very High,Single,6230,13430,7,No,14,High,Very High,,16,3,Better,14,3,1,10,40s,151.9512195121951
35,No,Travel_Rarely,619,Sales,1 KM,Bachelor’s Degree,Marketing,600,Medium,Male,85,3,2,Sales Executive,High,Married,4717,18659,9,No,11,High,High,,15,2,Better,11,9,6,9,30s,134.77142857142857
40,No,Travel_Rarely,302,Research & Development,6 KM,Bachelor’s Degree,Life Sciences,601,Medium,Female,75,3,4,Manufacturing Director,High,Single,13237,20364,7,No,15,High,High,,22,3,Better,20,6,5,13,30s,330.925
39,No,Travel_Frequently,443,Research & Development,8 KM,High School,Life Sciences,602,High,Female,48,3,1,Laboratory Technician,High,Married,3755,17872,1,No,11,High,Low,,8,3,Better,8,3,0,7,30s,96.28205128205128
31,No,Travel_Rarely,828,Sales,2 KM,High School,Life Sciences,604,Medium,Male,77,3,2,Sales Executive,Very High,Single,6582,8346,4,Yes,13,High,High,,10,2,Best,6,5,0,5,30s,212.32258064516128
42,No,Travel_Rarely,319,Research & Development,24 KM,Bachelor’s Degree,Medical,605,Very High,Male,56,3,3,Manufacturing Director,Low,Married,7406,6950,1,Yes,21,Very High,Very High,,10,5,Good,10,9,5,8,40s,176.33333333333334
45,No,Travel_Rarely,561,Sales,2 KM,Bachelor’s Degree,Other,606,Very High,Male,61,3,2,Sales Executive,Medium,Married,4805,16177,0,No,19,High,Medium,,9,3,Best,8,7,3,7,40s,106.77777777777777
26,Yes,Travel_Frequently,426,Human Resources,17 KM,Master’s Degree,Life Sciences,608,Medium,Female,58,3,1,Human Resources,High,Divorced,2741,22808,0,Yes,11,High,Medium,,8,2,Good,7,7,1,0,20s,105.42307692307692
29,No,Travel_Rarely,232,Research & Development,19 KM,Bachelor’s Degree,Technical Degree,611,Very High,Male,34,3,2,Manufacturing Director,Very High,Divorced,4262,22645,4,No,12,High,Medium,,8,2,Best,3,2,1,2,20s,146.9655172413793
33,No,Travel_Rarely,922,Research & Development,1 KM,Doctorate,Medical,612,Low,Female,95,4,4,Research Director,High,Divorced,16184,22578,4,No,19,High,High,,10,2,Better,6,1,0,5,30s,490.42424242424244
31,No,Travel_Rarely,688,Sales,7 KM,Bachelor’s Degree,Life Sciences,613,High,Male,44,2,3,Manager,Very High,Divorced,11557,25291,9,No,21,Very High,High,,10,3,Good,5,4,0,1,30s,372.80645161290323
18,Yes,Travel_Frequently,1306,Sales,5 KM,Bachelor’s Degree,Marketing,614,Medium,Male,69,3,1,Sales Representative,Medium,Single,1878,8059,1,Yes,14,High,Very High,,0,3,Better,0,0,0,0,20s,104.33333333333333
40,No,Non-Travel,1094,Sales,28 KM,Bachelor’s Degree,Other,615,High,Male,58,1,3,Sales Executive,Low,Divorced,10932,11373,3,No,15,High,High,,20,2,Better,1,0,0,1,30s,273.3
41,No,Non-Travel,509,Research & Development,2 KM,Master’s Degree,Other,616,Low,Female,62,2,2,Healthcare Representative,High,Single,6811,2112,2,Yes,17,High,Low,,10,3,Better,8,7,0,7,40s,166.1219512195122
26,No,Travel_Rarely,775,Sales,29 KM,Associate’s Degree,Medical,618,Low,Male,45,3,2,Sales Executive,High,Divorced,4306,4267,5,No,12,High,Low,,8,5,Better,0,0,0,0,20s,165.6153846153846
35,No,Travel_Rarely,195,Sales,1 KM,Bachelor’s Degree,Medical,620,Low,Female,80,3,2,Sales Executive,High,Single,4859,6698,1,No,16,High,Very High,,5,3,Better,5,4,0,3,30s,138.82857142857142
34,No,Travel_Rarely,258,Sales,21 KM,Master’s Degree,Life Sciences,621,Very High,Male,74,4,2,Sales Executive,Very High,Single,5337,19921,1,No,12,High,Very High,,10,3,Better,10,7,5,7,30s,156.97058823529412
26,Yes,Travel_Rarely,471,Research & Development,24 KM,Bachelor’s Degree,Technical Degree,622,High,Male,66,1,1,Laboratory Technician,Very High,Single,2340,23213,1,Yes,18,High,Medium,,1,3,Bad,1,0,0,0,20s,90.0
37,No,Travel_Rarely,799,Research & Development,1 KM,Bachelor’s Degree,Technical Degree,623,Medium,Female,59,3,3,Manufacturing Director,Very High,Single,7491,23848,4,No,17,High,Very High,,12,3,Best,6,5,1,2,30s,202.45945945945945
46,No,Travel_Frequently,1034,Research & Development,18 KM,High School,Medical,624,Low,Female,86,3,3,Healthcare Representative,High,Married,10527,8984,5,No,11,High,Very High,,28,3,Good,2,2,1,2,40s,228.84782608695653
41,No,Travel_Rarely,1276,Sales,2 KM,Doctorate,Life Sciences,625,Medium,Female,91,3,4,Manager,Low,Married,16595,5626,7,No,16,High,Medium,,22,2,Better,18,16,11,8,40s,404.7560975609756
37,No,Non-Travel,142,Sales,9 KM,Master’s Degree,Medical,626,Low,Male,69,3,3,Sales Executive,Medium,Divorced,8834,24666,1,No,13,High,Very High,,9,6,Better,9,5,7,7,30s,238.75675675675674
52,No,Travel_Rarely,956,Research & Development,6 KM,Associate’s Degree,Technical Degree,630,Very High,Male,78,3,2,Research Scientist,Low,Divorced,5577,22087,3,Yes,12,High,Medium,,18,3,Better,10,9,6,9,50s,107.25
32,Yes,Non-Travel,1474,Sales,11 KM,Master’s Degree,Other,631,Very High,Male,60,4,2,Sales Executive,High,Married,4707,23914,8,No,12,High,Very High,,6,2,Better,4,2,1,2,30s,147.09375
24,No,Travel_Frequently,535,Sales,24 KM,Bachelor’s Degree,Medical,632,Very High,Male,38,3,1,Sales Representative,Very High,Married,2400,5530,0,No,13,High,High,,3,3,Better,2,2,2,1,20s,100.0
38,No,Travel_Rarely,1495,Research & Development,10 KM,Bachelor’s Degree,Medical,634,High,Female,76,3,2,Healthcare Representative,High,Married,9824,22174,3,No,19,High,High,,18,4,Better,1,0,0,0,30s,258.5263157894737
37,No,Travel_Rarely,446,Research & Development,1 KM,Master’s Degree,Life Sciences,635,Medium,Female,65,3,2,Manufacturing Director,Medium,Married,6447,15701,6,No,12,High,Medium,,8,2,Good,6,5,4,3,30s,174.24324324324326
49,No,Travel_Rarely,1245,Research & Development,18 KM,Master’s Degree,Life Sciences,638,Very High,Male,58,2,5,Research Director,High,Divorced,19502,2125,1,Yes,17,High,High,,31,5,Better,31,9,0,9,40s,398.0
24,No,Travel_Rarely,691,Research & Development,23 KM,Bachelor’s Degree,Medical,639,Medium,Male,89,4,1,Research Scientist,Very High,Married,2725,21630,1,Yes,11,High,Medium,,6,3,Better,6,5,1,4,20s,113.54166666666667
26,No,Travel_Rarely,703,Sales,28 KM,Associate’s Degree,Marketing,641,Low,Male,66,3,2,Sales Executive,Medium,Married,6272,7428,1,No,20,Very High,Very High,,6,5,Best,5,3,1,4,20s,241.23076923076923
24,No,Travel_Rarely,823,Research & Development,17 KM,Associate’s Degree,Other,643,Very High,Male,94,2,1,Laboratory Technician,Medium,Married,2127,9100,1,No,21,Very High,Very High,,1,2,Better,1,0,0,0,20s,88.625
50,No,Travel_Frequently,1246,Human Resources,3 KM,Bachelor’s Degree,Medical,644,Low,Male,99,3,5,Manager,Medium,Married,18200,7999,1,No,11,High,High,,32,2,Better,32,5,10,7,40s,364.0
25,No,Travel_Rarely,622,Sales,13 KM,High School,Medical,645,Medium,Male,40,3,1,Sales Representative,High,Married,2096,26376,1,No,11,High,High,,7,1,Better,7,4,0,6,20s,83.84
24,Yes,Travel_Frequently,1287,Research & Development,7 KM,Bachelor’s Degree,Life Sciences,647,Low,Female,55,3,1,Laboratory Technician,High,Married,2886,14168,1,Yes,16,High,Very High,,6,4,Better,6,3,1,2,20s,120.25
30,Yes,Travel_Frequently,448,Sales,12 KM,Master’s Degree,Life Sciences,648,Medium,Male,74,2,1,Sales Representative,Low,Married,2033,14470,1,No,18,High,High,,1,2,Best,1,0,0,0,20s,67.76666666666667
34,No,Travel_Rarely,254,Research & Development,1 KM,Associate’s Degree,Life Sciences,649,Medium,Male,83,2,1,Research Scientist,Very High,Married,3622,22794,1,Yes,13,High,Very High,,6,3,Better,6,5,1,3,30s,106.52941176470588
31,Yes,Travel_Rarely,1365,Sales,13 KM,Master’s Degree,Medical,650,Medium,Male,46,3,2,Sales Executive,Low,Divorced,4233,11512,2,No,17,High,High,,9,2,Bad,3,1,1,2,30s,136.5483870967742
35,No,Travel_Rarely,538,Research & Development,25 KM,Associate’s Degree,Other,652,Low,Male,54,2,2,Laboratory Technician,Very High,Single,3681,14004,4,No,14,High,Very High,,9,3,Better,3,2,0,2,30s,105.17142857142858
31,No,Travel_Rarely,525,Sales,6 KM,Master’s Degree,Medical,653,Low,Male,66,4,2,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Very High,Very High,,13,4,Best,7,7,5,7,30s,176.1290322580645
27,No,Travel_Rarely,798,Research & Development,6 KM,Master’s Degree,Medical,655,Low,Female,66,2,1,Research Scientist,High,Divorced,2187,5013,0,No,12,High,High,,6,5,Good,5,3,0,3,20s,81.0
37,No,Travel_Rarely,558,Sales,2 KM,Bachelor’s Degree,Marketing,656,Very High,Male,75,3,2,Sales Executive,High,Married,9602,3010,4,Yes,11,High,High,,17,3,Good,3,0,1,0,30s,259.5135135135135
20,No,Travel_Rarely,959,Research & Development,1 KM,Bachelor’s Degree,Life Sciences,657,Very High,Female,83,2,1,Research Scientist,Medium,Single,2836,11757,1,No,13,High,Very High,,1,0,Best,1,0,0,0,20s,141.8
42,No,Travel_Rarely,622,Research & Development,2 KM,Master’s Degree,Life Sciences,659,High,Female,81,3,2,Healthcare Representative,Very High,Married,4089,5718,1,No,13,High,Medium,,10,4,Better,10,2,2,2,40s,97.35714285714286
43,No,Travel_Rarely,782,Research & Development,6 KM,Master’s Degree,Other,661,Medium,Male,50,2,4,Research Director,Very High,Divorced,16627,2671,4,Yes,14,High,High,,21,3,Good,1,0,0,0,40s,386.6744186046512
38,No,Travel_Rarely,362,Research & Development,1 KM,High School,Life Sciences,662,High,Female,43,3,1,Research Scientist,Low,Single,2619,14561,3,No,17,High,Very High,,8,3,Good,0,0,0,0,30s,68.92105263157895
43,No,Travel_Frequently,1001,Research & Development,9 KM,Doctorate,Medical,663,Very High,Male,72,3,2,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,High,Medium,,10,3,Better,8,7,4,7,40s,132.06976744186048
48,No,Travel_Rarely,1236,Research & Development,1 KM,Master’s Degree,Life Sciences,664,Very High,Female,40,2,4,Manager,Low,Married,15402,17997,7,No,11,High,Low,,21,3,Bad,3,2,0,2,40s,320.875
44,No,Travel_Rarely,1112,Human Resources,1 KM,Master’s Degree,Life Sciences,665,Low,Female,50,2,2,Human Resources,High,Single,5985,26894,4,No,11,High,Medium,,10,1,Best,2,2,0,2,40s,136.02272727272728
34,No,Travel_Rarely,204,Sales,14 KM,Bachelor’s Degree,Technical Degree,666,High,Female,31,3,1,Sales Representative,High,Divorced,2579,2912,1,Yes,18,High,Very High,,8,3,Better,8,2,0,6,30s,75.8529411764706
27,Yes,Travel_Rarely,1420,Sales,2 KM,High School,Marketing,667,High,Male,85,3,1,Sales Representative,Low,Divorced,3041,16346,0,No,11,High,Medium,,5,3,Better,4,3,0,2,20s,112.62962962962963
21,No,Travel_Rarely,1343,Sales,22 KM,High School,Technical Degree,669,High,Male,49,3,1,Sales Representative,High,Single,3447,24444,1,No,11,High,High,,3,2,Better,3,2,1,2,20s,164.14285714285714
44,No,Travel_Rarely,1315,Research & Development,3 KM,Master’s Degree,Other,671,Very High,Male,35,3,5,Manager,Very High,Married,19513,9358,4,Yes,12,High,Low,,26,2,Best,2,2,0,1,40s,443.47727272727275
22,No,Travel_Rarely,604,Research & Development,6 KM,High School,Medical,675,Low,Male,69,3,1,Research Scientist,High,Married,2773,12145,0,No,20,Very High,Very High,,3,3,Better,2,2,2,2,20s,126.04545454545455
33,No,Travel_Rarely,1216,Sales,8 KM,Master’s Degree,Marketing,677,High,Male,39,3,2,Sales Executive,High,Divorced,7104,20431,0,No,12,High,Very High,,6,3,Better,5,0,1,2,30s,215.27272727272728
32,No,Travel_Rarely,646,Research & Development,9 KM,Master’s Degree,Life Sciences,679,Low,Female,92,3,2,Research Scientist,Very High,Married,6322,18089,1,Yes,12,High,Very High,,6,2,Good,6,4,0,5,30s,197.5625
30,No,Travel_Frequently,160,Research & Development,3 KM,Bachelor’s Degree,Medical,680,High,Female,71,3,1,Research Scientist,High,Divorced,2083,22653,1,No,20,Very High,High,,1,2,Better,1,0,0,0,20s,69.43333333333334
53,No,Travel_Rarely,238,Sales,1 KM,High School,Medical,682,Very High,Female,34,3,2,Sales Executive,Low,Single,8381,7507,7,No,20,Very High,Very High,,18,2,Best,14,7,8,10,50s,158.1320754716981
34,No,Travel_Rarely,1397,Research & Development,1 KM,Doctorate,Life Sciences,683,Medium,Male,42,3,1,Research Scientist,Very High,Married,2691,7660,1,No,12,High,Very High,,10,4,Good,10,9,8,8,30s,79.1470588235294
45,Yes,Travel_Frequently,306,Sales,26 KM,Master’s Degree,Life Sciences,684,Low,Female,100,3,2,Sales Executive,Low,Married,4286,5630,2,No,14,High,Very High,,5,4,Better,1,1,0,0,40s,95.24444444444444
26,No,Travel_Rarely,991,Research & Development,6 KM,Bachelor’s Degree,Life Sciences,686,High,Female,71,3,1,Laboratory Technician,Very High,Married,2659,17759,1,Yes,13,High,High,,3,2,Better,3,2,0,2,20s,102.26923076923077
37,No,Travel_Rarely,482,Research & Development,3 KM,Bachelor’s Degree,Other,689,High,Male,36,3,3,Manufacturing Director,High,Married,9434,9606,1,No,15,High,High,,10,2,Better,10,7,7,8,30s,254.97297297297297
29,No,Travel_Rarely,1176,Sales,3 KM,Associate’s Degree,Medical,690,Medium,Female,62,3,2,Sales Executive,High,Married,5561,3487,1,No,14,High,Low,,6,5,Good,6,0,1,2,20s,191.75862068965517
35,No,Travel_Rarely,1017,Research & Development,6 KM,Master’s Degree,Life Sciences,691,Medium,Male,82,1,2,Research Scientist,Very High,Single,6646,19368,1,No,13,High,Medium,,17,3,Better,17,11,11,8,30s,189.88571428571427
33,No,Travel_Frequently,1296,Research & Development,6 KM,Bachelor’s Degree,Life Sciences,692,High,Male,30,3,2,Healthcare Representative,Very High,Divorced,7725,5335,3,No,23,Very High,High,,15,2,Bad,13,11,4,7,30s,234.0909090909091
54,No,Travel_Rarely,397,Human Resources,19 KM,Master’s Degree,Medical,698,High,Male,88,3,3,Human Resources,Medium,Married,10725,6729,2,No,15,High,High,,16,1,Best,9,7,7,1,50s,198.61111111111111
36,No,Travel_Rarely,913,Research & Development,9 KM,Associate’s Degree,Medical,699,Medium,Male,48,2,2,Manufacturing Director,Medium,Divorced,8847,13934,2,Yes,11,High,High,,13,2,Better,3,2,0,2,30s,245.75
27,No,Travel_Rarely,1115,Research & Development,3 KM,Master’s Degree,Medical,700,Low,Male,54,2,1,Research Scientist,Very High,Single,2045,15174,0,No,13,High,Very High,,5,0,Better,4,2,1,1,20s,75.74074074074075
20,Yes,Travel_Rarely,1362,Research & Development,10 KM,High School,Medical,701,Very High,Male,32,3,1,Research Scientist,High,Single,1009,26999,1,Yes,11,High,Very High,,1,5,Better,1,0,1,1,20s,50.45
33,Yes,Travel_Frequently,1076,Research & Development,3 KM,Bachelor’s Degree,Life Sciences,702,Low,Male,70,3,1,Research Scientist,Low,Single,3348,3164,1,Yes,11,High,Low,,10,3,Better,10,8,9,7,30s,101.45454545454545
35,No,Non-Travel,727,Research & Development,3 KM,Bachelor’s Degree,Life Sciences,704,High,Male,41,2,1,Laboratory Technician,High,Married,1281,16900,1,No,18,High,High,,1,3,Better,1,0,0,0,30s,36.6
23,No,Travel_Rarely,885,Research & Development,4 KM,Bachelor’s Degree,Medical,705,Low,Male,58,4,1,Research Scientist,Low,Married,2819,8544,2,No,16,High,Low,,5,3,Best,3,2,0,2,20s,122.56521739130434
25,No,Travel_Rarely,810,Sales,8 KM,Bachelor’s Degree,Life Sciences,707,Very High,Male,57,4,2,Sales Executive,Medium,Married,4851,15678,0,No,22,Very High,High,,4,4,Better,3,2,1,2,20s,194.04
38,No,Travel_Rarely,243,Sales,7 KM,Master’s Degree,Marketing,709,Very High,Female,46,2,2,Sales Executive,Very High,Single,4028,7791,0,No,20,Very High,Low,,8,2,Better,7,7,0,5,30s,106.0
29,No,Travel_Frequently,806,Research & Development,1 KM,Master’s Degree,Life Sciences,710,Medium,Male,76,1,1,Research Scientist,Very High,Divorced,2720,18959,1,No,18,High,Very High,,10,5,Better,10,7,2,8,20s,93.79310344827586
48,No,Travel_Rarely,817,Sales,2 KM,High School,Marketing,712,Medium,Male,56,4,2,Sales Executive,Medium,Married,8120,18597,3,No,12,High,Very High,,12,3,Better,2,2,2,2,40s,169.16666666666666
27,No,Travel_Frequently,1410,Sales,3 KM,High School,Medical,714,Very High,Female,71,4,2,Sales Executive,Very High,Divorced,4647,16673,1,Yes,20,Very High,Medium,,6,3,Better,6,5,0,4,20s,172.11111111111111
37,No,Travel_Rarely,1225,Research & Development,10 KM,Associate’s Degree,Life Sciences,715,Very High,Male,80,4,1,Research Scientist,Very High,Single,4680,15232,3,No,17,High,Low,,4,2,Better,1,0,0,0,30s,126.48648648648648
50,No,Travel_Rarely,1207,Research & Development,28 KM,High School,Medical,716,Very High,Male,74,4,1,Laboratory Technician,High,Married,3221,3297,1,Yes,11,High,High,,20,3,Better,20,8,3,8,40s,64.42
34,No,Travel_Rarely,1442,Research & Development,9 KM,Bachelor’s Degree,Medical,717,Very High,Female,46,2,3,Healthcare Representative,Medium,Single,8621,17654,1,No,14,High,Medium,,9,3,Best,8,7,7,7,30s,253.55882352941177
24,Yes,Travel_Rarely,693,Sales,3 KM,Associate’s Degree,Life Sciences,720,Low,Female,65,3,2,Sales Executive,High,Single,4577,24785,9,No,14,High,Low,,4,3,Better,2,2,2,0,20s,190.70833333333334
39,No,Travel_Rarely,408,Research & Development,2 KM,Master’s Degree,Technical Degree,721,Very High,Female,80,2,2,Healthcare Representative,High,Single,4553,20978,1,No,11,High,Low,,20,4,Better,20,7,11,10,30s,116.74358974358974
32,No,Travel_Rarely,929,Sales,10 KM,Bachelor’s Degree,Marketing,722,Very High,Male,55,3,2,Sales Executive,Very High,Single,5396,21703,1,No,12,High,Very High,,10,2,Good,10,7,0,8,30s,168.625
